ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
12 WATER ROW,,GLASGOW,G51 2LQ,Retail/Financial,Retail/Financial and Professional services,154,10,A,9.98,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,620.00",4.62,0
SOUTH GLASGOW BAPTIST CHURCH,425 GOVAN ROAD,GLASGOW,G51 2PW,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",232,39,C,39.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"27,840.00",27.84,0.03
40 Carmichael Street,,Glasgow,G51 2QU,Office/Workshop,B1 Offices and Workshop businesses,1100,63,E+,62.52,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"132,000.00",132,0.13
"Unit L, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,148,15,A,15.44,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,440.00",4.44,0
"Unit J, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,163,20,B+,19.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,890.00",4.89,0
"Unit F, G and H Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,431,64,E+,63.78,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"12,930.00",12.93,0.01
"Unit K, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,164,10,A,10.38,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,920.00",4.92,0
Unit I Woodville Court,Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,228,10,A,9.61,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,840.00",6.84,0.01
Beech House,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Office/Workshop,Offices and Workshop businesses,423,47,D+,47.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"42,300.00",42.3,0.04
Unit 2,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,440,43,C,43.26,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"13,200.00",13.2,0.01
Unit 3,115 Woodville Street,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,725,41,C,40.72,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"21,750.00",21.75,0.02
Unit 3,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,182,92,F,91.62,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,460.00",5.46,0.01
209 WOODVILLE STREET,,GLASGOW,G51 2RQ,Storage/Distribution,Storage or Distribution,2178,40,C,40.43,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"65,340.00",65.34,0.07
Unit 1,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,283,67,E+,67.32,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,490.00",8.49,0.01
157-159 Woodville Street G51 2RQ,,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,794,71,E,70.67,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"23,820.00",23.82,0.02
Unit 4,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,280,91,F,91.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"8,400.00",8.4,0.01
"Warehouse Bays 6 & 7, Maritime House",143 Woodville Street,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,2340,7,A+,6.76,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"70,200.00",70.2,0.07
1 Albion Court Ibrox Business Park,157 Woodville Street,Glasgow,G51 2RQ,Office/Workshop,Offices and Workshop businesses,1202,36,C+,36.01,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"102,170.00",102.17,0.1
21-27 Woodville Street,,Glasgow,G51 2RY,Office/Workshop,Offices and Workshop businesses,481,7,A+,6.78,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,430.00",14.43,0.01
Units D-E Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,339,6,A+,6.34,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"10,170.00",10.17,0.01
Units A-E Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,792,12,A,12.39,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,760.00",23.76,0.02
Unit B Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,150,7,A+,6.99,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,500.00",4.5,0
Unit A Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,220,5,A+,4.94,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,600.00",6.6,0.01
Unit C Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,294,4,A+,4.04,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,820.00",8.82,0.01
91 Whitefield Road,Govan,Glasgow,G51 2SD,Office/Workshop,Offices and Workshop businesses,970,18,B+,18.22,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"53,350.00",53.35,0.05
Suite 1 and 2,161-181 Whitefield Road,Glasgow,G51 2SD,Office/Workshop,B1 Offices and Workshop businesses,343,39,C,39.46,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"41,160.00",41.16,0.04
119 WHITEFIELD ROAD,,GLASGOW,G51 2SD,Office/Workshop,Offices and Workshop businesses,992,120,G,119.73,Heat pumps,Grid supplied,Oil,Heating and Natural Ventilation,,"119,040.00",119.04,0.12
Ground Floor Part Mariner House Watermark Business Park,355 Govan Road,Glasgow,G51 2SE,Office/Workshop,Offices and Workshop businesses,97,60,D,60.03,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"9,700.00",9.7,0.01
