ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
"Unit 5A, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,186,39,C,38.62,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"22,320.00",22.32,0.02
Unit 157,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,75,14,A,14.31,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,250.00",2.25,0
Unit 39 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,181,18,B+,18.11,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,955.00",9.96,0.01
"Unit 11-13, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,470,10,A,9.71,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"14,100.00",14.1,0.01
Unit 1C Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,89,80,E,80.42,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"10,680.00",10.68,0.01
Titanium Building,Kings Inch Road,Braehead,G51 4BP,Office/Workshop,Offices and Workshop businesses,3775,117,G,116.83,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"453,000.00",453,0.45
Unit 13,Braehead Shopping Centre,Glasgow,G51 4BP,Office/Workshop,B1 Offices and Workshop businesses,86,66,E+,66.13,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,320.00",10.32,0.01
Unit 50 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,254,14,A,14.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,620.00",7.62,0.01
Unit 65 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,334,77,E,77.08,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"40,080.00",40.08,0.04
UNIT 46 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BP,Retail/Financial,Retail/Financial and Professional services,1103,124,G,123.62,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"132,360.00",132.36,0.13
Unit 40 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,294,43,C,43.38,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,280.00",35.28,0.04
Unit 45 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,627,13,A,13.1,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"18,810.00",18.81,0.02
Unit 41 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,224,55,D,54.71,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"22,400.00",22.4,0.02
Unit 108 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,225,71,E,71.31,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"27,000.00",27,0.03
UNIT 173 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,3154,17,B+,17.17,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"173,470.00",173.47,0.17
UNIT 139 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,18,33,C+,32.59,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,530.00",1.53,0
Unit 154 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,99,67,E+,67.42,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"11,880.00",11.88,0.01
UNIT 120A BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,123,53,D,52.67,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"12,300.00",12.3,0.01
Unit 111 and 112,Braehead Shopping Centre,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,151,21,B+,21.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,305.00",8.31,0.01
UNIT 160 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,60,12,A,12.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,800.00",1.8,0
UNIT 170 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,248,136,G,135.8,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,760.00",29.76,0.03
Unit 166A Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,134,84,F+,83.75,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"16,080.00",16.08,0.02
Fast Food Restaurant,Braehead Shopping Centre,Braehead,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,377,95,F,95.02,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"45,240.00",45.24,0.05
121 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,224,187,G,186.95,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"26,880.00",26.88,0.03
Units 144 and 145 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,907,69,E+,69,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"108,840.00",108.84,0.11
UNIT 116 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,14,13,A,12.83,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,420,0.42,0
Unit 101 Braehead Shopping Centre,King's Inch Road,Renfrew,G51 4BS,Retail/Financial,Retail/Financial and Professional services,615,200,G,199.5,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"73,800.00",73.8,0.07
,Unit 149 Braehead Shopping Centre,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,2124,72,E,71.93,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"254,880.00",254.88,0.25
Unit 146 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,820,79,E,78.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"98,400.00",98.4,0.1
UNIT 123 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,380,177,G,176.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"45,600.00",45.6,0.05
"Filling Station, Braehead Shopping Centre",110 King's Inch Drive,Glasgow,G51 4BT,Retail/Financial,Retail/Financial and Professional services,171,7,A+,6.68,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,130.00",5.13,0.01
UNIT E BRAEHEAD RETAIL PARK,148 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,959,7,A+,6.55,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,770.00",28.77,0.03
UNIT C BRAEHEAD RETAIL PARK,160 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,946,7,A+,6.6,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,380.00",28.38,0.03
UNIT F BRAEHEAD RETAIL PARK,142 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,946,8,A,8.45,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,380.00",28.38,0.03
UNIT A BRAEHEAD RETAIL PARK,172 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,2383,6,A+,5.98,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"71,490.00",71.49,0.07
Kings Inch Drive,,Glasgow,G51 4BT,Restaurant/Cafes/takeaway,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,694,60,D,59.95,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"69,400.00",69.4,0.07
Unit 1B,426 Drumoyne Road,Glasgow,G51 4DA,Storage/Distribution,Storage or Distribution,1031,40,C,40.27,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"30,930.00",30.93,0.03
330 Drumoyne Road,,Glasgow,G51 4DJ,General Industrial,General Industrial and Special Industrial Groups,313,60,D,59.72,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"31,300.00",31.3,0.03
316 DRUMOYNE ROAD,,GLASGOW,G51 4DJ,Office/Workshop,Offices and Workshop businesses,481,33,C+,33.24,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"40,885.00",40.89,0.04
"Meiklewood Road Complex, Building 2",91 Meiklewood Road,Glasgow,G51 4DU,Office/Workshop,Offices and Workshop businesses,14150,28,B,27.84,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"778,250.00",778.25,0.78
"Meiklewood Road Complex, Building 1",91 Meiklewood Road,Glasgow,G51 4DU,Storage/Distribution,Storage or Distribution,2047,40,C,40.3,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"61,410.00",61.41,0.06
