ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
Unit 52,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,254,9,A,9.21,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,620.00",7.62,0.01
Unit 66,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,143,9,A,9.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,290.00",4.29,0
Unit 3 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,123,18,B+,18.29,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,765.00",6.77,0.01
Unit 169 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,238,18,B+,17.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,090.00",13.09,0.01
Unit 153 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,136,18,B+,18.24,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,480.00",7.48,0.01
Unit 121 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,278,18,B+,17.91,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"15,290.00",15.29,0.02
Unit 102 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,238,27,B,27.45,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"13,090.00",13.09,0.01
Units 58-59 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,999,15,A,15.46,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,970.00",29.97,0.03
Unit 162A Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,245,33,C+,32.75,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"20,825.00",20.83,0.02
Unit 106 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,197,28,B,27.87,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,835.00",10.84,0.01
Unit 167 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,394,18,B+,17.81,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,670.00",21.67,0.02
"Unit 108, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,314,9,A,9.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,420.00",9.42,0.01
Unit 43 - 44 Intu Braehead Shopping Centre,Kings Inch Road,Renfrewshire,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1017,45,C,44.77,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"122,040.00",122.04,0.12
Unit 105,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,208,14,A,14.39,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,240.00",6.24,0.01
Unit 36 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,75,19,B+,18.63,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,125.00",4.13,0
Unit 35 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,21,71,E,70.52,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,520.00",2.52,0
"Unit 5B, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,345,13,A,12.66,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,350.00",10.35,0.01
"Unit 34, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,41,14,A,14.42,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,230.00",1.23,0
"Unit 42, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1034,13,A,12.92,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"31,020.00",31.02,0.03
Unit 37 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,49,19,B+,18.96,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,695.00",2.7,0
"Unit 123, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,413,40,C,39.78,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"49,560.00",49.56,0.05
Unit 42-42A Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,962,57,D,56.84,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"96,200.00",96.2,0.1
Unit 46-48B Braehead Shopping Centre,King’s Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2467,15,A,15.26,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"74,010.00",74.01,0.07
Unit 149,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2480,8,A,8.34,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"74,400.00",74.4,0.07
Unit 55,Intu Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,152,29,B,29.11,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,360.00",8.36,0.01
"Unit 144-145, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,921,10,A,10.46,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"27,630.00",27.63,0.03
UME 95 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Office/Workshop,Offices and Workshop businesses,49,30,B,29.58,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"2,695.00",2.7,0
Unit 103 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,178,28,B,28.47,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,790.00",9.79,0.01
Unit 2,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,475,10,A,9.73,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"14,250.00",14.25,0.01
Unit 1A Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,8019,17,B+,16.8,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"441,045.00",441.05,0.44
Unit 171 Braehead Shopping Centre,King’s Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,92,18,B+,18.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,060.00",5.06,0.01
Unit 156,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,78,13,A,13.47,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,340.00",2.34,0
Unit 4 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,193,28,B,27.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,615.00",10.62,0.01
"Unit 139, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,19,41,C,40.9,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"2,280.00",2.28,0
Units 61-62 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1511,15,A,15.33,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"45,330.00",45.33,0.05
Unit 165 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,67,19,B+,18.74,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,685.00",3.69,0
Unit 162B Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,67,19,B+,18.75,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,685.00",3.69,0
Unit 38 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,176,18,B+,18.12,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,680.00",9.68,0.01
67 (LR48) Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,190,22,B+,21.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,450.00",10.45,0.01
Unit 1B Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2697,15,A,15.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"80,910.00",80.91,0.08
Unit 2 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,475,54,D,53.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"47,500.00",47.5,0.05
Unit 48 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,673,58,D,57.79,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"67,300.00",67.3,0.07
UME 96 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Office/Workshop,Offices and Workshop businesses,26,94,F,94.19,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,120.00",3.12,0
Unit 110,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,45,12,A,12.28,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,350.00",1.35,0
Unit 141 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,174,18,B+,18.12,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,570.00",9.57,0.01
Unit 11 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,171,28,B,28.14,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"9,405.00",9.41,0.01
Unit 53 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,213,60,D,59.64,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,300.00",21.3,0.02
Unit 53,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,202,14,A,13.79,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,060.00",6.06,0.01
Unit 44 Intu Braehead Braehead Shopping Centre,Kings Inch Road,Renfrewshire,G51 4BN,Retail/Financial,Retail/Financial and Professional services,627,325,G,324.93,None,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"75,240.00",75.24,0.08
Unit 48A Intu Braehead Shopping Centre,Kings Inch Road,GLASGOW,G51 4BN,Retail/Financial,Retail/Financial and Professional services,247,67,E+,67.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,640.00",29.64,0.03
Unit 5A Intu Braehead Braehead Management Suite Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,198,240,G,240.37,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,760.00",23.76,0.02
Unit 52 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,359,58,D,58.16,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,900.00",35.9,0.04
Unit 60 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,889,15,A,15.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"26,670.00",26.67,0.03
"Unit 5A, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,186,39,C,38.62,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"22,320.00",22.32,0.02
Unit 157,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,75,14,A,14.31,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,250.00",2.25,0
Unit 39 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,181,18,B+,18.11,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,955.00",9.96,0.01
"Unit 11-13, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,470,10,A,9.71,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"14,100.00",14.1,0.01
Unit 1C Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,89,80,E,80.42,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"10,680.00",10.68,0.01
Titanium Building,Kings Inch Road,Braehead,G51 4BP,Office/Workshop,Offices and Workshop businesses,3775,117,G,116.83,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"453,000.00",453,0.45
Unit 13,Braehead Shopping Centre,Glasgow,G51 4BP,Office/Workshop,B1 Offices and Workshop businesses,86,66,E+,66.13,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,320.00",10.32,0.01
Unit 50 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,254,14,A,14.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,620.00",7.62,0.01
Unit 65 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,334,77,E,77.08,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"40,080.00",40.08,0.04
UNIT 46 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BP,Retail/Financial,Retail/Financial and Professional services,1103,124,G,123.62,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"132,360.00",132.36,0.13
Unit 40 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,294,43,C,43.38,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,280.00",35.28,0.04
Unit 45 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,627,13,A,13.1,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"18,810.00",18.81,0.02
Unit 41 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BP,Retail/Financial,Retail/Financial and Professional services,224,55,D,54.71,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"22,400.00",22.4,0.02
Unit 108 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,225,71,E,71.31,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"27,000.00",27,0.03
UNIT 173 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,3154,17,B+,17.17,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"173,470.00",173.47,0.17
UNIT 139 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,18,33,C+,32.59,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,530.00",1.53,0
Unit 154 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,99,67,E+,67.42,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"11,880.00",11.88,0.01
UNIT 120A BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,123,53,D,52.67,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"12,300.00",12.3,0.01
Unit 111 and 112,Braehead Shopping Centre,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,151,21,B+,21.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,305.00",8.31,0.01
UNIT 160 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,60,12,A,12.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,800.00",1.8,0
UNIT 170 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,248,136,G,135.8,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,760.00",29.76,0.03
Unit 166A Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,134,84,F+,83.75,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"16,080.00",16.08,0.02
Fast Food Restaurant,Braehead Shopping Centre,Braehead,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,377,95,F,95.02,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"45,240.00",45.24,0.05
121 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,224,187,G,186.95,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"26,880.00",26.88,0.03
Units 144 and 145 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,907,69,E+,69,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"108,840.00",108.84,0.11
UNIT 116 BRAEHEAD SHOPPING CENTRE,KING'S INCH ROAD,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,14,13,A,12.83,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,420,0.42,0
Unit 101 Braehead Shopping Centre,King's Inch Road,Renfrew,G51 4BS,Retail/Financial,Retail/Financial and Professional services,615,200,G,199.5,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"73,800.00",73.8,0.07
,Unit 149 Braehead Shopping Centre,GLASGOW,G51 4BS,Retail/Financial,Retail/Financial and Professional services,2124,72,E,71.93,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"254,880.00",254.88,0.25
Unit 146 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Retail/Financial,Retail/Financial and Professional services,820,79,E,78.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"98,400.00",98.4,0.1
UNIT 123 Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BS,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,380,177,G,176.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"45,600.00",45.6,0.05
"Filling Station, Braehead Shopping Centre",110 King's Inch Drive,Glasgow,G51 4BT,Retail/Financial,Retail/Financial and Professional services,171,7,A+,6.68,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,130.00",5.13,0.01
UNIT E BRAEHEAD RETAIL PARK,148 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,959,7,A+,6.55,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,770.00",28.77,0.03
UNIT C BRAEHEAD RETAIL PARK,160 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,946,7,A+,6.6,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,380.00",28.38,0.03
UNIT F BRAEHEAD RETAIL PARK,142 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,946,8,A,8.45,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,380.00",28.38,0.03
UNIT A BRAEHEAD RETAIL PARK,172 KING'S INCH DRIVE,GLASGOW,G51 4BT,Retail/Financial,Retail/Financial and Professional services,2383,6,A+,5.98,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"71,490.00",71.49,0.07
Kings Inch Drive,,Glasgow,G51 4BT,Restaurant/Cafes/takeaway,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,694,60,D,59.95,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"69,400.00",69.4,0.07
Unit 1B,426 Drumoyne Road,Glasgow,G51 4DA,Storage/Distribution,Storage or Distribution,1031,40,C,40.27,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"30,930.00",30.93,0.03
330 Drumoyne Road,,Glasgow,G51 4DJ,General Industrial,General Industrial and Special Industrial Groups,313,60,D,59.72,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"31,300.00",31.3,0.03
316 DRUMOYNE ROAD,,GLASGOW,G51 4DJ,Office/Workshop,Offices and Workshop businesses,481,33,C+,33.24,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"40,885.00",40.89,0.04
"Meiklewood Road Complex, Building 2",91 Meiklewood Road,Glasgow,G51 4DU,Office/Workshop,Offices and Workshop businesses,14150,28,B,27.84,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"778,250.00",778.25,0.78
"Meiklewood Road Complex, Building 1",91 Meiklewood Road,Glasgow,G51 4DU,Storage/Distribution,Storage or Distribution,2047,40,C,40.3,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"61,410.00",61.41,0.06
Units 1-4,Drumoyne Industrial Estate,Glasgow,G51 4DX,Office/Workshop,Offices and Workshop businesses,88,36,C+,36.41,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"7,480.00",7.48,0.01
2nd Floor West Office,135 Fifty Pitches Road,Glasgow,G51 4EB,Office/Workshop,Offices and Workshop businesses,288,47,D+,47.29,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"28,800.00",28.8,0.03
Caledonia House,Fifty Pitches Road,Glasgow,G51 4EB,Office/Workshop,Offices and Workshop businesses,7421,63,E+,62.74,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"890,520.00",890.52,0.89
1st Floor West Office,135 Fifty Pitches Road,Glasgow,G51 4EB,Office/Workshop,Offices and Workshop businesses,288,52,D+,52.13,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"28,800.00",28.8,0.03
135 FIFTY PITCHES ROAD,,GLASGOW,G51 4EB,Office/Workshop,Offices and Workshop businesses,2791,28,B,28.33,Photovoltaics,Grid supplied,Natural Gas,Air Conditioning,,"153,505.00",153.51,0.15
120 Fifty Pitches Road,,Glasgow,G51 4EB,Storage/Distribution,Storage or Distribution,1788,40,C,39.73,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"53,640.00",53.64,0.05
2nd Floor East Office,135 Fifty Pitches Road,Glasgow,G51 4EB,Office/Workshop,Offices and Workshop businesses,508,46,D+,46.31,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"50,800.00",50.8,0.05
Dobbies Garden World,75 Kings Inch Dr,Glasgow,G51 4FB,Retail/Financial,Retail/Financial and Professional services,5309,49,D+,49.37,None,Grid supplied,Biomass,Heating and Natural Ventilation,,"530,900.00",530.9,0.53
IKEA BRAEHEAD RETAIL PARK,99 KING'S INCH DRIVE,GLASGOW,G51 4FB,Retail/Financial,Retail/Financial and Professional services,28761,31,C+,30.78,Photovoltaics,Grid supplied,Natural Gas,Air Conditioning,,"2,444,685.00","2,444.69",2.44
80 FIFTY PITCHES PLACE,,GLASGOW,G51 4GA,Office/Workshop,Offices and Workshop businesses,1918,17,B+,17.27,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"105,490.00",105.49,0.11
9 FIFTY PITCHES PLACE,,GLASGOW,G51 4GA,General Industrial,General Industrial and Special Industrial Groups,4592,6,A+,6.21,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"137,760.00",137.76,0.14
37B MEIKLEWOOD ROAD,,GLASGOW,G51 4GB,Office/Workshop,Offices and Workshop businesses,397,20,B+,19.59,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"21,835.00",21.84,0.02
37A MEIKLEWOOD ROAD,,GLASGOW,G51 4GB,Office/Workshop,Offices and Workshop businesses,397,15,A,15.44,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"11,910.00",11.91,0.01
Luma Tower,510 Shieldhall Road,Glasgow,G51 4HE,Office/Workshop,Offices and Workshop businesses,89,82,F+,82.43,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,680.00",10.68,0.01
155 HARDGATE ROAD,,GLASGOW,G51 4LS,Office/Workshop,Offices and Workshop businesses,1186,56,D,55.52,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"118,600.00",118.6,0.12
1193 GOVAN ROAD,,GLASGOW,G51 4PW,Office/Workshop,Offices and Workshop businesses,64,115,G,115.15,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"7,680.00",7.68,0.01
1209 GOVAN ROAD,,GLASGOW,G51 4PW,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,245,67,E+,67.09,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"29,400.00",29.4,0.03
1195 Govan Road,,Glasgow,G51 4PW,Office/Workshop,Offices and Workshop businesses,44,300,G,300.42,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,280.00",5.28,0.01
